uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
37839,Boku wa Robot-goshi no Kimi ni Koi wo Suru Movie,"Set in the year 2060, the novel follows a love story as Tokyo's third Olympics draws near. Takeru Oosawa, who works for the AI Robot Technology Research Lab, is chosen as a member of the national secret project using humanoid robots. With the help of childhood friend and co-worker Youichirou Amano and his sister Saki, Takeru tries his best to reach his objectives. However, the situation changes when Saki's office receives a warning note for terrorism. 
  
(Source: MAL News)","['Sci-Fi', 'Romance']",Not available,1.0,3292,6846,,,https://cdn.myanimelist.net/images/anime/1007/92881.jpg,https://myanimelist.net/anime/37839/Boku_wa_Robot-goshi_no_Kimi_ni_Koi_wo_Suru_Movie
40904,Bokutachi no Remake,"Hashiba Kyouya is a 28-year-old game developer. With his company going bankrupt, and him losing his job, he returns to his hometown. Looking at the success of creators of his age, he finds himself regretting his life decisions as he lay distressed on his bed. As Kyouya wakes up, he discovers that he has traveled ten years back to the time before he entered college. Will he be able to finally make things right? 
 
This is a story about a failed person who is given a second opportunity to follow his dreams.  
 
(Source: MU, edited)",['Comedy'],Not available,,563,16322,,,https://cdn.myanimelist.net/images/anime/1384/104932.jpg,https://myanimelist.net/anime/40904/Bokutachi_no_Remake
40934,Bungou to Alchemist: Shinpan no Haguruma,"You are in a world where you can meet famous Japanese historical writers. With a party composed of other writers, you delve into tainted books to purify them, unlock secrets, and gain new allies. 
 
(Source: MAL News)","['Action', 'Adventure', 'Fantasy']","Apr, 2020 to ?",,49,16323,,,https://cdn.myanimelist.net/images/anime/1733/105030.jpg,https://myanimelist.net/anime/40934/Bungou_to_Alchemist__Shinpan_no_Haguruma
40416,Date A Bullet,"This is the story of Tokisaki Kurumi that shouldn't have been told—— 
 
The amnesiac young girl, Empty, who woke up in the neighboring world encounters Tokisaki Kurumi. Led by her, the place she arrived at was the school's classroom. In order to kill each other, the girls known as semi-Spirits gathered. Now then——Let's begin our battle (date).  
 
(Source: Date A Live Wiki)",['Sci-Fi'],Not available,,22507,3068,,,https://cdn.myanimelist.net/images/anime/1494/103205.jpg,https://myanimelist.net/anime/40416/Date_A_Bullet
15961,Shakotan★Boogie,"It's girls, gangs, and cars in this adaptation of the 1985 manga in Young Magazine, by Lullaby for Wednesday's Cinderella-creator Michiharu Kusunoki. Local punks steal cars, switch the plates, and sell them, but not without racing them for a while against rival gangs. The anime continues the story where the 1987 live-action movie starring Kazuya Kimura left off. 
 
(Source: The Anime Encyclopedia)","['Action', 'Cars', 'Comedy', 'School', 'Seinen']","Feb 6, 1991 to Jul 17, 1992",4.0,775,10050,6231.0,6.47,https://cdn.myanimelist.net/images/anime/8/43517.jpg,https://myanimelist.net/anime/15961/Shakotan%E2%98%85Boogie
12611,Sengoku Collection,"Sengoku Collection revolves around many samurai who are accidentally removed from a parallel universe inhabited by well-known historic characters. Unlike the historical war period known to us, all inhabitants in this unique world look like high school girls. Coming from the medieval era and finding themselves totally amazed by everything they encounter in modern day Tokyo, the girls become best friends through their adventures.  
 
(Source: Crunchyroll) ","['Fantasy', 'Parody', 'Samurai']","Apr 6, 2012 to Sep 28, 2012",26.0,20086,3195,6230.0,6.47,https://cdn.myanimelist.net/images/anime/12/35329.jpg,https://myanimelist.net/anime/12611/Sengoku_Collection
40329,Crayon Shin-chan Movie 28: Gekitotsu! Rakugaki Kingdom to Hobo Yonin no Yuusha,,"['Comedy', 'Seinen']","Apr 24, 2020",1.0,188,13645,,,https://cdn.myanimelist.net/images/anime/1659/104900.jpg,https://myanimelist.net/anime/40329/Crayon_Shin-chan_Movie_28__Gekitotsu_Rakugaki_Kingdom_to_Hobo_Yonin_no_Yuusha
40056,Deca-Dence,,"['Action', 'Sci-Fi', 'Adventure']",Not available,,3454,6936,,,https://cdn.myanimelist.net/images/anime/1641/102167.jpg,https://myanimelist.net/anime/40056/Deca-Dence
40722,Deemo the Movie,"Deemo is a mystic character lives in solitude, a castle, all by itself. A little girl falls from the sky, not knowing who she is, where she comes from. To help the little girl back to her world, Deemo comes to realize a tree keeps growing tall on top of the piano whenever it plays. What would Deemo do when it gets comfortable with the companionship it never had before? What if the little girl couldn't deal with the truth when her seemingly lost memories regained?!  
 
(Source: Official Site)","['Music', 'Drama', 'Fantasy']",2020,1.0,809,10267,,,https://cdn.myanimelist.net/images/anime/1467/104369.jpg,https://myanimelist.net/anime/40722/Deemo_the_Movie
683,Otogi Story Tenshi no Shippo Specials,Episodes 5.5 and 13.,"['Comedy', 'Fantasy', 'Magic', 'Romance']","Mar 25, 2002 to Jul 25, 2002",2.0,1692,8323,6228.0,6.47,https://cdn.myanimelist.net/images/anime/9/4328.jpg,https://myanimelist.net/anime/683/Otogi_Story_Tenshi_no_Shippo_Specials
29611,Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,"Dr. Octo who researches octopodes decides to take over the world as he deems the eight legged creatures a more suitable master species than humans. To do this, he takes an idol singer Sumire Hoshino (aka Perman #3) hostage. Mitsuo Suwa (aka Perman #1) likes the idol dearly (as he doesn't know the real identity of his Perman partner) and becomes so angry that he transforms to go rescue her. But fighting a giant octopus is more challenging than it looks! 
 
Screened simultaneously with  Doraemon Movie 25: Nobita no Wan Nyan Jikuudeni  and  Doraemon Anniversary 25 .","['Kids', 'Adventure', 'Comedy', 'Super Power']","Mar 6, 2004",1.0,249,12678,6229.0,6.47,https://cdn.myanimelist.net/images/anime/9/71227.jpg,https://myanimelist.net/anime/29611/Pa-Pa-Pa_the_%E2%98%85_Movie__Perman_-_Tako_de_Pon_Ashi_wa_Pon
13283,One Off,"A slice of life of high school girls in the early summer. Shiozaki Haruno is a 17-year-old girl who loves her motor cycle, HONDA's Giorno. She lives in remote highlands and longs for a vivid life in a city.  
 
Encounters with people staying at Haruno's parents' boardinghouse encourage her to step forward to her dream.",['Slice of Life'],"Aug 5, 2012 to Oct 7, 2012",4.0,12463,3950,6227.0,6.47,https://cdn.myanimelist.net/images/anime/12/39661.jpg,https://myanimelist.net/anime/13283/One_Off
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"This family-friendly series features a community of tiny forest pixies living in a quaint, old fashioned village. Kind-hearted Belfy, adventurous Lillibit, mischievous Napoleon and tiny Chuchuna have adventures with their friends and help out those around them. With the guidance of wise village elder Ronji, competent (but not always sober) Doctor Dokkorin, authoritative Mayor Maymond and Lillibit's hardworking parents Rock and Marla, the children learn lessons about kindness, friendship, courage, hard work, perseverance, following your dreams, standing up for what's right and rising up to face life's unexpected challenges.","['Adventure', 'Fantasy', 'Comedy']","Jan 7, 1980 to Jun 30, 1980",26.0,951,9622,6226.0,6.47,https://cdn.myanimelist.net/images/anime/10/73405.jpg,https://myanimelist.net/anime/3810/Mori_no_Youki_na_Kobito-tachi__Belfy_to_Lillibit
38279,Deep Love,"Based on a cell phone novel series written by Yoshi. 
 
Ayu is a 17-year-old high school student and a prostitute. She has a heinous view of the world, and believes that money is the only important thing. She lives with her boyfriend Kenji, who is a drug-user, and spends her school days with her one and only friend, Reina. One day, a new encounter changes Ayu's life, and she is finally able to find love. 
 
(Source: MAL News)","['Drama', 'Shoujo']",Not available,1.0,576,10744,,,https://cdn.myanimelist.net/images/anime/1354/93633.jpg,https://myanimelist.net/anime/38279/Deep_Love
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"A Tyrannosaurus called Heart was raised by a herbivorous dinosaur. As he grew up, he was scared by other dinosaurs. One day, Heart meets a baby Ankylosaurus and he names the baby ""Umasou (looks delicious)"". Umasou started to be attached to Heart and a strange family love develops between the two.","['Adventure', 'Kids']","Oct 4, 2010 to Oct 29, 2010",20.0,1144,9256,6224.0,6.47,https://cdn.myanimelist.net/images/anime/13/26785.jpg,https://myanimelist.net/anime/9395/Miyanishi_Tatsuya_Gekijou__Omae_Umasou_da_na
2367,Moetan,"Ink Nijihara is a girl in high school. Unfortunately her crush Nao Tezuka barely recognizes her. To make matters worse, she is very short. Now Ink meets a duck and becomes a ""mahou shoujo"" and teaches Nao english in disguise.  
 
(Source: ANN)","['Comedy', 'Ecchi', 'Magic', 'School']","Jul 9, 2007 to Sep 24, 2007",12.0,23594,2935,6225.0,6.47,https://cdn.myanimelist.net/images/anime/4/21540.jpg,https://myanimelist.net/anime/2367/Moetan
35901,Detective Conan: The Bomb Demon That Came From the Picture Book,"Real Escape Game company SCRAP announced that its currently-touring Detective Conan attraction ""Scotland Yard kara no Dasshutsu"" (Escape From Scotland Yard) will get a tie-in anime special. The two-episode special, titled Ehon kara Tobidasu Bakudan Ma (The Bomb Demon That Came From the Picture Book), will air this winter. 
 
The Real Escape Game's story is set in the newly opened theme park Touto London City. Attractions like the Tower Bridge Coaster, Buckingham Maze, and British Museum Theater mimic locations in real-world London. Participants in the Real Escape game visit Scotland Yard to take on the main attraction called Mystery Game. When the curtain raises on the game, and explosion goes off inside the park. The sound signals the start of a life-and-death game. The key to deactivating three bombs scattered throughout the park is a pop-up book that the ""bomb demon"" left behind. To stop the countdown, participants must uncover the truth in the pop-up book.  
 
(Source: ANN)","['Action', 'Mystery', 'Comedy', 'Police', 'Shounen']",Not available,2.0,1984,7986,,,https://cdn.myanimelist.net/images/anime/4/86779.jpg,https://myanimelist.net/anime/35901/Detective_Conan__The_Bomb_Demon_That_Came_From_the_Picture_Book
33369,Metronome,"A music video for Kenshi Yonezu`s  song ""Metronome.""",['Music'],"Oct 7, 2015",1.0,336,11914,6222.0,6.47,https://cdn.myanimelist.net/images/anime/3/80163.jpg,https://myanimelist.net/anime/33369/Metronome
3180,Manga Aesop Monogatari (TV),"Aesop is a trouble-making young boy who finds himself in another world filled with creatures he never believed to exist, such as fairies and talking donkeys. He sets off to find a way back to the nomal world. On his jouney he befriends many classical creatures from well-known fables and encounters many trials, each teaching him a valuable lesson. ","['Comedy', 'Fantasy', 'Kids']","Oct 10, 1983 to Dec 22, 1983",52.0,318,12000,6221.0,6.47,https://cdn.myanimelist.net/images/anime/6/29833.jpg,https://myanimelist.net/anime/3180/Manga_Aesop_Monogatari_TV
40623,Dokyuu Hentai HxEros,"In a world on the verge of a great disaster that began five years ago, heroes who, with the help of a device called HxEros, use the power of Ecchi (H) and erotic power (Ero) to save the planet from libido-devouring monsters! 
 
Enjou Retto and Hoshino Kirara are childhood friends who have drifted apart from each other. One day, they're caught in a battle against a ""Censor Bug"" that feeds on human's sexual energy to evolve. After successfully taking down the enemy, they join a group of heroes like them, using the erotic power of the HxEROS force to fight off monsters. 
 
(Source: MU)","['Action', 'Comedy', 'Supernatural', 'Ecchi', 'School', 'Shounen']",Not available,,1600,8806,,,https://cdn.myanimelist.net/images/anime/1675/104026.jpg,https://myanimelist.net/anime/40623/Dokyuu_Hentai_HxEros
40044,Doraemon Movie 40: Nobita no Shin Kyouryuu,,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi', 'Shounen']","Mar 6, 2020",1.0,476,11133,,,https://cdn.myanimelist.net/images/anime/1292/102186.jpg,https://myanimelist.net/anime/40044/Doraemon_Movie_40__Nobita_no_Shin_Kyouryuu
25053,Mister Ajikko Special,"Youichi vs Ajizukin. 
","['Comedy', 'Shounen']","Feb 9, 1989",1.0,260,12550,6223.0,6.47,https://cdn.myanimelist.net/images/anime/7/64113.jpg,https://myanimelist.net/anime/25053/Mister_Ajikko_Special
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",Unaired episode bundled with the ninth light novel volume of  Kuusen Madoushi Kouhosei no Kyoukan .,"['Action', 'Drama', 'Magic', 'Fantasy', 'School']","Mar 9, 2016",1.0,17052,3465,6220.0,6.47,https://cdn.myanimelist.net/images/anime/10/74863.jpg,https://myanimelist.net/anime/31156/Kuusen_Madoushi_Kouhosei_no_Kyoukan__Lecty_no_Ikimonogatari
9333,Koi☆Sento,"It's a quick time jump to the 26th century where a school trip to a rebuilt 21st century city turns into a wild adventure for teenaged Shinichi. While chasing a talking deer that steals his bag, he runs into a strange girl trying to elude even stranger pursuers, and then things get really wild. It's a mad dash through a city of the past as two young people discover a chance at a new future. 
 
(Source: The Anime Network)","['Comedy', 'Romance']","Nov 27, 2010",1.0,6353,5224,6219.0,6.47,https://cdn.myanimelist.net/images/anime/3/29297.jpg,https://myanimelist.net/anime/9333/Koi%E2%98%86Sento
33244,Kiitarou Shounen no Youkai Enikki,"This is the visual diary of Kiitarou's experience with youkai. He's a boy with a very strong spirit sense, but when he entered a forbidden storehouse, he was kicked out of his home. He soon found a new place to live, where he met a zashiki warashi (house spirit) named Suzu. He and Suzu soon began to attract all kinds of spirit creatures, starting with a nurikabe (appears as a wall that impedes travelers) and mokumokuren (appears as eyes in a torn paper wall). What kind of folkloric creature will he meet next? 
 
(Source: MangaHelpers)","['Comedy', 'Supernatural']","Oct 5, 2016 to Dec 21, 2016",12.0,21360,3084,6218.0,6.47,https://cdn.myanimelist.net/images/anime/13/81679.jpg,https://myanimelist.net/anime/33244/Kiitarou_Shounen_no_Youkai_Enikki
39519,Dragon's Dogma,"Based on a world-famous action RPG set in an open world, Dragon's Dogma from Capcom will be brought to life as a Netflix original anime series. The story follows a man's journey seeking revenge on a dragon who stole his heart. On his way, the man is brought back to life as an ""Arisen."" An action adventure about a man challenged by demons who represent the seven deadly sins of humans.  
 
 (Source: Netflix)","['Action', 'Adventure', 'Fantasy']",Not available,,522,11030,,,,https://myanimelist.net/anime/39519/Dragons_Dogma
39728,Eden (ONA),"The upcoming sci-fi fantasy series Eden is set thousands of years in the future, where a city known as ""Eden 3"" is inhabited solely by robots whose former masters vanished a long time ago. On a routine assignment, two farming robots accidentally awaken a human baby girl from stasis questioning all they were taught to believe -- that humans were nothing more than a forbidden ancient myth. Together, the two robots secretly raise the child in a safe haven outside Eden.  
 
(Source: Netflix)","['Sci-Fi', 'Slice of Life', 'Fantasy']",2020,4.0,627,10666,,,https://cdn.myanimelist.net/images/anime/1534/100615.jpg,https://myanimelist.net/anime/39728/Eden_ONA
2074,Kero Kero Chime,"Aoi, a regular boy, is cused with a spell that turns him into a frog whenever he gets wet. He is sent to another world with a frog kingdom to find the princess to undo the spell. When he finds out that she doesn't know how to lift the curse, they set out to find the spell that will. Along the way they meet many interesting creatures, come accross many dangers, and make many new friends.  
 
(Source: ANN)","['Adventure', 'Fantasy', 'Comedy']","Mar 6, 1997 to Sep 25, 1997",30.0,879,9794,6217.0,6.47,https://cdn.myanimelist.net/images/anime/9/26176.jpg,https://myanimelist.net/anime/2074/Kero_Kero_Chime
40956,Enen no Shouboutai: Ni no Shou,Second season of  Enen no Shouboutai .,"['Action', 'Supernatural', 'Shounen']","Jul, 2020 to ?",,13877,16326,,,https://cdn.myanimelist.net/images/anime/1328/105212.jpg,https://myanimelist.net/anime/40956/Enen_no_Shouboutai__Ni_no_Shou
1793,Kaze no Na wa Amnesia,"It happened quite suddenly, with no warning - all the memories of all the people on Earth, swept away as if by a sudden wind. In a post-catastrophic Earth populated mostly by savages without memories of their past civilisation, one man travels on a journey of enlightenment and hope, across a devastated America. 
 
(Source: ANN)","['Action', 'Dementia', 'Drama', 'Sci-Fi']","Dec 22, 1990",1.0,12430,3954,6216.0,6.47,https://cdn.myanimelist.net/images/anime/1/1793.jpg,https://myanimelist.net/anime/1793/Kaze_no_Na_wa_Amnesia
38085,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,"An adaptation of the the Sixth Singularity, The Sacred Round Table Realm Camelot Singularity of Fate/Grand Order. 
","['Action', 'Supernatural', 'Magic', 'Fantasy']",2020,1.0,16191,3599,,,https://cdn.myanimelist.net/images/anime/1535/103385.jpg,https://myanimelist.net/anime/38085/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_1_-_Wandering__Agateram
13137,Itsuka Tenma no Kuro Usagi Special,"""Chibi-style"" special included in the last Blu-Ray.","['Comedy', 'Ecchi']","Feb 24, 2012",1.0,4835,5828,6215.0,6.47,https://cdn.myanimelist.net/images/anime/9/36791.jpg,https://myanimelist.net/anime/13137/Itsuka_Tenma_no_Kuro_Usagi_Special
38400,Free! (Movie),"At the end of final episode of  Free! Dive to the Future , the movie was announced to premiere in Summer 2020. However, in November 2019, the official website announced that it has been indefinitely postponed due to various circumstances. ","['Slice of Life', 'Sports', 'Drama', 'School']",Not available,1.0,14793,3706,,,https://cdn.myanimelist.net/images/anime/1634/98379.jpg,https://myanimelist.net/anime/38400/Free_Movie
40488,Futsal Boys!!!!!,"The franchise's story is set in a world over a decade after futsal has skyrocketed in global popularity. Protagonist Haru Yamato watches the championship of the U-18 world cup and is inspired by a Japanese player named Tokinari Tenōji. He joins the Koyo Academy High School's futsal team with the goal of becoming a player like Tenōji. There, he finds friends, and together they face their rivals.  
 
(Source: ANN)",['Sports'],Not available,,201,14357,,,https://cdn.myanimelist.net/images/anime/1938/103382.jpg,https://myanimelist.net/anime/40488/Futsal_Boys
40358,Gal to Kyouryuu,"One day, Kaede, a gyaru, picks up a dinosaur and begins living with it. The short comedy depicts their daily lives together as the dinosaur consumes human food, watches TV, and enjoys fashionable things. Thus begins the story of a gal and a dinosaur cohabiting that transcends time. 
 
(Source: MAL News)","['Comedy', 'Seinen', 'Slice of Life']","Apr, 2020 to ?",,1479,8997,,,https://cdn.myanimelist.net/images/anime/1428/102874.jpg,https://myanimelist.net/anime/40358/Gal_to_Kyouryuu
32455,Gekidol,,['Music'],Not available,,837,9906,,,https://cdn.myanimelist.net/images/anime/6/77883.jpg,https://myanimelist.net/anime/32455/Gekidol
35380,Gi(a)rlish Number Shura,,"['Comedy', 'Parody']",Not available,,4734,5887,,,https://cdn.myanimelist.net/images/anime/13/85215.jpg,https://myanimelist.net/anime/35380/Giarlish_Number_Shura
40372,Haikyuu!! (OVA),"A stop-motion anime that will bundle with the 42nd compiled book volume of Haruichi Furudate's  Haikyu!!  manga. Anime will have 10 short episodes featuring the Karasuno team as puppets. 
 
(Source: ANN)","['Sports', 'Shounen']","Mar 4, 2020",10.0,2001,7984,,,https://cdn.myanimelist.net/images/anime/1618/102929.jpg,https://myanimelist.net/anime/40372/Haikyuu_OVA
40262,Haikyuu!!: Riku vs. Kuu,"The two-episode anime, adapting chapters from volumes 22 and 23, will first debut at the Jump Festa 2020 event, which runs on December 21 and 22. TOHO animation will ship the original video anime on Blu-ray and DVD on January 22, 2020. 
 
(Source: MAL News)","['Comedy', 'Sports', 'Drama', 'School', 'Shounen']","Jan 22, 2020",2.0,25469,2826,,,https://cdn.myanimelist.net/images/anime/1527/102671.jpg,https://myanimelist.net/anime/40262/Haikyuu__Riku_vs_Kuu
37704,High School Fleet Movie,,"['Action', 'Military', 'School']","Jan 18, 2020",1.0,6245,5271,,,https://cdn.myanimelist.net/images/anime/1586/102609.jpg,https://myanimelist.net/anime/37704/High_School_Fleet_Movie
50,Aa! Megami-sama! (TV),"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted. 
 
Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance. 
 
[Written by MAL Rewrite]","['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']","Jan 7, 2005 to Jul 8, 2005",24.0,124216,902,2089.0,7.4,https://cdn.myanimelist.net/images/anime/2/17841.jpg,https://myanimelist.net/anime/50/Aa_Megami-sama_TV
39722,Himote House: Dai Panic! Minna de Gokuburi Taiji,Special episode that got crowdfunded by Green Funding.,['Comedy'],Not available,1.0,816,9966,,,https://cdn.myanimelist.net/images/anime/1467/100601.jpg,https://myanimelist.net/anime/39722/Himote_House__Dai_Panic_Minna_de_Gokuburi_Taiji
8481,"""Bungaku Shoujo"" Memoire","Episodes which depict the background stories of  ""Bungaku Shoujo"" Movie 's main heroines.","['Drama', 'Romance', 'School']","Jun 25, 2010 to Dec 24, 2010",3.0,23504,2943,2087.0,7.4,https://cdn.myanimelist.net/images/anime/6/26770.jpg,https://myanimelist.net/anime/8481/Bungaku_Shoujo_Memoire
8115,Uchuu Show e Youkoso,"A tiny mountain village in a remote woodland region. Five primary school kids have come together in this idyllic spot in order to spend their summer holidays at a camp. At first the children enjoy carefree days amidst unspoiled nature far away from adult supervision. But their life changes dramatically when they come across what they believe to be a small dog, badly in need of help. The creature—known as Pochi—turns out not to be a dog at all but an alien on an important mission. 
 
It seems there is a mysterious substance on earth that is coveted throughout the universe. Pochi had almost found it but was so badly injured during a fight that he had to give up his search. Thanks to the children's help, the alien survives—and decides to reward them generously. ""Where would you most like to travel?!"" is the question Pochi puts to his rescuers. Their answer is prompt, if vague: ""As far as possible!"" Pochi suggests they try the moon first of all, and so, the alien whisks away the kids to the satellite next door. This marks the beginning of an absolutely amazing adventure. 
 
During the course of their travels, they discover that the substance coveted throughout the universe is in fact also integral to Japanese cuisine—and it just so happens that one of the kids has some of this mysterious substance in his pocket. 
 
(Source: Berlinale.de)","['Adventure', 'Space', 'Fantasy']","Feb 18, 2010",1.0,18049,3360,2085.0,7.41,https://cdn.myanimelist.net/images/anime/8/20085.jpg,https://myanimelist.net/anime/8115/Uchuu_Show_e_Youkoso
9611,Aa! Megami-sama! (2011),"OVAs bundled with volumes 42, 43 & 46 of the Aa! Megami-sama! manga. ","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']","Feb 23, 2011 to Aug 23, 2013",3.0,17309,3435,2088.0,7.4,https://cdn.myanimelist.net/images/anime/5/28569.jpg,https://myanimelist.net/anime/9611/Aa_Megami-sama_2011
764,Zoids Shinseiki/Zero,"Zoids—powerful animal-shaped combat mechs—are no longer used in warfare, but in organized sporting competitions. The Blitz Team, a group of pilots struggling to carve out a niche for themselves in the Zoid battling leagues, experience a stroke of luck when Bit Cloud, a vagrant junk dealer, wanders into their midst and proves himself capable of piloting the temperamental Liger Zero, a Zoid that refuses to let anyone else into its cockpit. Led by Bit and the Liger, the Blitz Team steadily make their way to the top—but along the way they attract the unwelcome attention of the Backdraft Group, an organization of Zoid pilots that operates outside the laws set down by the Zoid Battle Commission. The Backdraft want powerful Zoids to add to their ranks, and they have their eye on the Liger Zero...","['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen', 'Sports']","Jan 6, 2001 to Jun 30, 2001",26.0,21710,3062,2086.0,7.41,https://cdn.myanimelist.net/images/anime/11/24972.jpg,https://myanimelist.net/anime/764/Zoids_Shinseiki_Zero
30911,Tales of Zestiria the Cross,"The Celestial Records speak of the existence of the ""Seraphim,"" a race of divine beings who give blessings to humanity and are offered prayers by them in return. Those who are anointed with the ability to interact with these spirits are known as ""Shepherds."" Hailed as heroes for their prompt appearances in times of crisis, while also being feared for their power, the Shepherds are imprinted in common folklore along with the Seraphim. 
 
Sorey is a young human who has spent his entire life living in harmony alongside the Seraphim in the village of Elysia. Fascinated by the myths of the Celestial Records, he explores some nearby ruins with Mikleo—his childhood Seraphim companion—hoping to enlighten himself about the Seraphims' history with mankind. 
 
Unfortunately, they become trapped in the depths of the historical site during their investigation. While searching for an exit, they come across a mysterious girl who desperately seeks the help of a Shepherd to save the world, which is on the brink of being consumed by darkness. Despite Mikleo's warning about making contact with other humans, Sorey decides to help the stranger, which unknowingly leads him closer to the dream of peaceful coexistence between man and Seraphim. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Magic', 'Fantasy']","Jul 10, 2016 to Sep 25, 2016",12.0,224769,471,2083.0,7.41,https://cdn.myanimelist.net/images/anime/3/79271.jpg,https://myanimelist.net/anime/30911/Tales_of_Zestiria_the_Cross
2820,Time Travel Tondekeman!,"The series starts when Hayato, a soccer enthusiast, and his girlfriend Yumi, an aspiring musician, went to a visit to Dr. Leonard's lab. They accidentally activated the Tondekeman, a funny talking kettle who transported them many centuries in the past.  
 
In Baghdad, Hayato and Yumi gets reunited but they got separated from Tondekeman. They meet Aladdin, Prince Dandarn and Princess Shalala. They also meet the cunning Abdullah who is always ready to kidnap the princess so that he could marry the princess to his master.  
 
Our heroes get to go to different places and times and meet several historical and literary figures as they follow Abdullah as he escapes through time to abduct the princess.  
 
Hayato and Yumi are stuck in the past until they get Tondekeman from the possession of Abdullah.  
 
(Source: Wikipedia)","['Action', 'Kids', 'Adventure', 'Comedy']","Oct 19, 1989 to Aug 26, 1990",39.0,1469,8684,2084.0,7.41,https://cdn.myanimelist.net/images/anime/6/45656.jpg,https://myanimelist.net/anime/2820/Time_Travel_Tondekeman
38850,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,,"['Action', 'Magic', 'Fantasy', 'Shoujo']","Oct 19, 2019",1.0,1187,9176,2081.0,7.41,https://cdn.myanimelist.net/images/anime/1324/101596.jpg,https://myanimelist.net/anime/38850/Star%E2%98%86Twinkle_Precure__Hoshi_no_Uta_ni_Omoi_wo_Komete
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Second half of  Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen .,"['Slice of Life', 'Fantasy']","Apr, 2020 to ?",,11881,4612,,,https://cdn.myanimelist.net/images/anime/1639/104651.jpg,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season
40046,ID:Invaded,"Sakaido is a genius detective who can track down any criminal. But when his daughter is murdered, revenge lands him on the other side of the law. Now in prison, he helps the police solve mysteries using a system that invades a person’s identity. Little by little, a trail of blood forms, and it all leads back to his daughter’s murderer. 
 
(Source: Funimation)","['Sci-Fi', 'Mystery']","Jan 6, 2020 to ?",,17205,3494,,,https://cdn.myanimelist.net/images/anime/1954/104672.jpg,https://myanimelist.net/anime/40046/ID_Invaded
23319,"Suisei no Gargantia: Meguru Kouro, Haruka","A 2-episode OVA for  Suisei no Gargantia  revealed during an announcement at AnimeJapan 2014. 
 
(Source: MAL News)","['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Sep 27, 2014 to Apr 4, 2015",2.0,31131,2516,2082.0,7.41,https://cdn.myanimelist.net/images/anime/10/67547.jpg,https://myanimelist.net/anime/23319/Suisei_no_Gargantia__Meguru_Kouro_Haruka
39938,Inu-Ou,"Inu-Ou  is a musical fantasy film based on Hideo Furukawa's  Heike Monogatari: Inu-Ou no Maki (Tales of the Heike: Inu-Ou)  novel. The film will screen in theaters in Japan in 2021. 
 
The historical novel is based on the life of Inu-Ou, a famous Sarugaku Noh performer in the 14th-century.  Inu-Ou  tells the story of brotherhood between the legendary playwright and a certain Biwa musician, incorporating both modern song and dance. 
 
(Source: MAL News)","['Music', 'Historical', 'Fantasy']",2021,1.0,739,10232,,,https://cdn.myanimelist.net/images/anime/1364/101387.jpg,https://myanimelist.net/anime/39938/Inu-Ou
198,Speed Grapher,"Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialized into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red light district of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle.","['Action', 'Mystery', 'Super Power']","Apr 8, 2005 to Sep 30, 2005",24.0,86922,1241,2080.0,7.41,https://cdn.myanimelist.net/images/anime/12/26128.jpg,https://myanimelist.net/anime/198/Speed_Grapher
